equipment_name,cleaned_name,brand_name,product_name,product_category,instrument_type,equipment_urls
Boss DD-20 Giga Delay Digital Delay Pedal,Boss DD-20 Giga Delay Digital Delay Pedal,Boss,DD-20,Digital Delay,Guitar,/items/boss-dd-20-giga-delay-digital-delay-pedal
Boss DD-3 Digital Delay,Boss DD-3 Digital Delay,Boss,DD-3,Digital Delay,Guitar,/items/boss-dd-3-digital-delay
Boss DD-5 Digital Delay,Boss DD-5 Digital Delay,Boss,DD-5,Digital Delay,Guitar,/items/boss-dd-5-digital-delay
BOSS DD-500 Digital Delay,Boss DD-500 Digital Delay,Boss,DD-500,Digital Delay,Guitar,/items/boss-dd-500-digital-delay
Boss DD-6 Digital Delay Pedal,Boss DD-6 Digital Delay Pedal,Boss,DD-6,Digital Delay,Guitar,/items/boss-dd-6-digital-delay-pedal
Boss DD-7 Digital Delay,Boss DD-7 Digital Delay,Boss,DD-7,Digital Delay,Guitar,/items/boss-dd-7-digital-delay
Boss DF-2 Super Distortion & Feedbacker,Boss DF-2 Super Distortion & Feedbacker,Boss,DF-2,Distortion,Guitar,/items/boss-df-2-super-distortion-feedbacker
Boss DM-1 Delay Machine Pedal,Boss DM-1 Delay Machine Pedal,Boss,DM-1,Analog Delay,Guitar,/items/boss-dm-1-delay-machine-pedal--2
Boss DM-2 Analog Delay,Boss DM-2 Analog Delay,Boss,DM-2,Analog Delay,Guitar,/items/boss-dm-2-analog-delay
Boss DM-2W Waza Craft Delay Pedal,Boss DM-2W Waza Craft Delay Pedal,Boss,DM-2W,Analog Delay,Guitar,/items/boss-dm-2w-waza-craft-delay-pedal
Boss DM-3 Analog Delay Effects Pedal,Boss DM-3 Analog Delay Effects Pedal,Boss,DM-3,Analog Delay,Guitar,/items/boss-dm-3-analog-delay-effects-pedal
BOSS Dr. Rhythm DR-880,Boss DR-880 Dr. Rhythm,Boss,DR-880 Dr. Rhythm,Rhythm Programmer,Guitar,/items/boss-dr-rhythm-dr-880
Boss DS-1 Distortion Guitar Effects Pedal,Boss DS-1 Distortion Guitar Effects Pedal,Boss,DS-1,Distortion,Guitar,/items/boss-ds-1-distortion-guitar-effects-pedal
Boss DS-1X Distortion Pedal,Boss DS-1X Distortion Pedal,Boss,DS-1X,Distortion,Guitar,/items/boss-ds-1x-distortion-pedal
Boss DS-2 Turbo Distortion Pedal,Boss DS-2 Turbo Distortion Pedal,Boss,DS-2,Distortion,Guitar,/items/boss-ds-2-turbo-distortion-pedal
Boss DSD-2 Digital Sampler/Delay,Boss DSD-2 Digital Sampler/Delay,Boss,DSD-2,Sampler/Digital Delay,Guitar,/items/boss-dsd-2-digital-sampler-delay
Boss EQ-20,Boss EQ-20 Advanced Equalizer,Boss,EQ-20,Equalizer,Guitar,/items/boss-eq-20
BOSS ES-5 Effects Switching System,Boss ES-5 Effects Switching System,Boss,ES-5,Footswitch,Guitar,/items/boss-es-5-effects-switching-system
Boss ES-8 Effects Switching System,Boss ES-8 Effects Switching System,Boss,ES-8,Footswitch,Guitar,/items/boss-es-8-effects-switching-system
Boss EV - 5,Boss EV-5 Expression,Boss,EV-5,Expression,Guitar,/items/boss-ev-5
Boss FA-1 Amplifier Pedal,Boss FA-1 Amplifier Pedal,Boss,FA-1,Clean Boost/Pre-amp,Guitar,/items/boss-fa-1-amplifier-pedal
Boss FB-2 Feedbacker/Booster Guitar Effects Pedal,Boss FB-2 Feedbacker/Booster Guitar Effects Pedal,Boss,FB-2,Booster,Guitar,/items/boss-fb-2-feedbacker-booster-guitar-effects-pedal
Boss FBM-1 Fender '59 Bassman Guitar Effects Pedal,Boss FBM-1 Fender '59 Bassman Guitar Effects Pedal,Boss,FBM-1,Overdrive,Guitar,/items/boss-fbm-1-fender-59-bassman-guitar-effects-pedal
Boss FDR-1: Fender '65 Deluxe Reverb,Boss FDR-1: Fender '65 Deluxe Reverb,Boss,FDR-1,Reverb,Guitar,/items/boss-fdr-1-fender-65-deluxe-reverb
Boss FRV-1 '63 Fender Reverb Pedal,Boss FRV-1 '63 Fender Reverb Pedal,Boss,FRV-1,Reverb,Guitar,/items/boss-frv-1-63-fender-reverb-pedal
Boss FS-5L Latching Footswitch,Boss FS-5L Latching Footswitch,Boss,FS-5L,Footswitch,Guitar,/items/boss-fs-5l-latching-footswitch
Boss FS-5U Nonlatching Footswitch,Boss FS-5U Nonlatching Footswitch,Boss,FS-5U,Footswitch,Guitar,/items/boss-fs-5u-nonlatching-footswitch
Boss FS-6 Footswitch,Boss FS-6 Footswitch,Boss,FS-6,Footswitch,Guitar,/items/boss-fs-6-footswitch
Boss FT-2 Dynamic Filter Auto Wah Pedal,Boss FT-2 Dynamic Filter Auto Wah Pedal,Boss,FT-2,Wah,Guitar,/items/boss-ft-2-dynamic-filter-auto-wah-pedal
Boss FV 300H Volume Pedal,Boss FV-300H Volume Pedal,Boss,FV-300H,Volume,Guitar,/items/boss-fv-300h-volume-pedal
BOSS FV 300L,Boss FV-300L,Boss,FV-300L,Volume,Guitar,/items/boss-fv-300l
Boss FV-100 Volume Pedal,Boss FV-100 Volume Pedal,Boss,FV-100,Volume,Guitar,/items/boss-fv-100-volume-pedal
Boss FV-30H Compact Foot Volume Pedal,Boss FV-30H Compact Foot Volume Pedal,Boss,FV-30H,Volume,Guitar,/items/boss-fv-30h-compact-foot-volume-pedal
Boss FV-500H Volume Pedal - High Impedance,Boss FV-500H Volume Pedal - High Impedance,Boss,FV-500H,Volume,Guitar,/items/boss-fv-500h-volume-pedal-high-impedance
Boss FV-500L Volume Pedal - Low Impedance,Boss FV-500L Volume Pedal - Low Impedance,Boss,FV-500L,Volume,Guitar,/items/boss-fv-500l-volume-pedal-low-impedance
Boss FV-50H Stereo Volume Pedal,Boss FV-50H Stereo Volume Pedal,Boss,FV-50H,Volume,Guitar,/items/boss-fv-50h-stereo-volume-pedal
Boss FV-50L Stereo Volume Pedal,Boss FV-50L Stereo Volume Pedal,Boss,FV-50L,Volume,Guitar,/items/boss-fv-50l-stereo-volume-pedal
Boss FV-60 Foot Volume,Boss FV-60 Foot Volume,Boss,FV-60,Volume,Guitar,/items/boss-fv-60-foot-volume
Boss FW-3 Foot Wah Pedal,Boss FW-3 Foot Wah Pedal,Boss,FW-3,Wah,Guitar,/items/boss-fw-3-foot-wah-pedal
Boss FZ-2 Hyper Fuzz,Boss FZ-2 Hyper Fuzz,Boss,FZ-2,Fuzz,Guitar,/items/boss-fz-2-hyper-fuzz
Boss FZ-3,Boss FZ-3 Fuzz,Boss,FZ-3,Fuzz,Guitar,/items/boss-fz-3
Boss FZ-5 Fuzz Guitar Effects Pedal,Boss FZ-5 Fuzz Guitar Effects Pedal,Boss,FZ-5,Fuzz,Guitar,/items/boss-fz-5-fuzz-guitar-effects-pedal
Boss GE-10 Graphic Equalizer,Boss GE-10 Graphic Equalizer,Boss,GE-10,Equalizer,Guitar,/items/boss-ge-10-graphic-equalizer
Boss GE-7 Analogman Mod,Boss GE-7 Analogman Mod,Boss,GE-7 Analogman Mod,Equalizer,Guitar,/items/boss-ge-7-analogman-mod
Boss GE-7 Equalizer Pedal,Boss GE-7 Equalizer Pedal,Boss,GE-7,Equalizer,Guitar,/items/boss-ge-7-equalizer-pedal
Boss GEB-7 Bass Equalizer Effects Pedal,Boss GEB-7 Bass Equalizer Effects Pedal,Boss,GEB-7,Equalizer,Bass,/items/boss-geb-7-bass-equalizer-effects-pedal
Boss GP-10,Boss GP-10 Guitar Processor,Boss,GP-10,Multi-Effects,Guitar,/items/boss-gp-10
BOSS GS-10 Guitar Effects System with USB Audio Interface,Boss GS-10 Guitar Effects System with USB Audio Interface,Boss,GS-10,Multi-Effects,Guitar,/items/boss-gs-10-guitar-effects-system-with-usb-audio-interface
Boss GT 3 Multi-Effects for Electric Guitar,Boss GT-3 Multi-Effects for Electric Guitar,Boss,GT-3,Multi-Effects,Guitar,/items/boss-gt-3-multi-effects-for-electric-guitar
Boss GT-10 Guitar Effects Processor,Boss GT-10 Guitar Effects Processor,Boss,GT-10,Multi-Effects,Guitar,/items/boss-gt-10-guitar-effects-processor
Boss GT-100 Multi-Effects Pedalboard,Boss GT-100 Multi-Effects Pedalboard,Boss,GT-100,Multi-Effects,Guitar,/items/boss-gt-100-multi-effects-pedalboard
BOSS GT-5 Guitar Effects Processor,Boss GT-5 Guitar Effects Processor,Boss,GT-5,Multi-Effects,Guitar,/items/boss-gt-5-guitar-effects-processor
BOSS GT-6,Boss GT-6 Guitar Effects Processor,Boss,GT-6,Multi-Effects,Guitar,/items/boss-gt-6
BOSS GT-8 Guitar Effects Processor,Boss GT-8 Guitar Effects Processor,Boss,GT-8,Multi-Effects,Guitar,/items/boss-gt-8-guitar-effects-processor
Boss GT-Pro,Boss GT-Pro,Boss,GT-Pro,Multi-Effects,Guitar,/items/boss-gt-pro
boss harmonist,Boss PS-6 Harmonist,Boss,PS-6,Pitch Shifter,Guitar,/items/boss-harmonist
Boss HM-2 Heavy Metal Distortion Effects Pedal,Boss HM-2 Heavy Metal Distortion Effects Pedal,Boss,HM-2,Distortion,Guitar,/items/boss-hm-2-heavy-metal-distortion-effects-pedal
Boss HR-2 Harmonist Guitar Effect Pedal,Boss HR-2 Harmonist Guitar Effect Pedal,Boss,HR-2,Pitch Shifter,Guitar,/items/boss-hr-2-harmonist-guitar-effect-pedal
Boss Lm-2 Limiter,Boss LM-2 Limiter,Boss,LM-2,Compressor,Guitar,/items/boss-lm-2-limiter
Boss Loop station,Boss RC-3 Loop Station,Boss,RC-3,Looper,Guitar,/items/boss-loop-station
Boss LoopStation,Boss RC-20XL Loop Station,Boss,RC-20XL,Looper,Guitar,/items/boss-loopstation
Boss LS-2 Line Selector/Power Supply,Boss LS-2 Line Selector/Power Supply,Boss,LS-2,Line Selector,Guitar,/items/boss-ls-2-line-selector-power-supply
Boss MD-2 Mega Distortion Guitar Effects Pedal,Boss MD-2 Mega Distortion Guitar Effects Pedal,Boss,MD-2,Distortion,Guitar,/items/boss-md-2-mega-distortion-guitar-effects-pedal
Boss ME-10,Boss ME-10,Boss,ME-10,Multi-Effects,Guitar,/items/boss-me-10
BOSS ME-5,Boss ME-5,Boss,ME-5,Multi-Effects,Guitar,/items/boss-me-5
Boss ME-50 Guitar Multi Effects Pedal,Boss ME-50 Guitar Multi Effects Pedal,Boss,ME-50,Multi-Effects,Guitar,/items/boss-me-50-guitar-multi-effects-pedal
Boss ME-50B Bass Multiple Effects Pedal,Boss ME-50B Bass Multiple Effects Pedal,Boss,ME-50B,Multi-Effects,Guitar,/items/boss-me-50b-bass-multiple-effects-pedal
Boss ME-70 Guitar Multiple Effects,Boss ME-70 Guitar Multiple Effects,Boss,ME-70,Multi-Effects,Guitar,/items/boss-me-70-guitar-multiple-effects
Boss ME-80 Guitar Multiple Effects,Boss ME-80 Guitar Multiple Effects,Boss,ME-80,Multi-Effects,Guitar,/items/boss-me-80-guitar-multiple-effects
Boss ME25 Guitar Multi-Effects Pedal,Boss ME-25 Guitar Multi-Effects Pedal,Boss,ME-25,Multi-Effects,Guitar,/items/boss-me25-guitar-multi-effects-pedal
Boss ML-2 Metal Core Guitar Effects Pedal,Boss ML-2 Metal Core Guitar Effects Pedal,Boss,ML-2,Distortion,Guitar,/items/boss-ml-2-metal-core-guitar-effects-pedal
Boss MO-2 Multi Overtone Guitar Effects Pedal,Boss MO-2 Multi Overtone Guitar Effects Pedal,Boss,MO-2,Octave,Guitar,/items/boss-mo-2-multi-overtone-guitar-effects-pedal
Boss MT-2 Metal Zone Guitar Effects Pedal,Boss MT-2 Metal Zone Guitar Effects Pedal,Boss,MT-2,Distortion,Guitar,/items/boss-mt-2-metal-zone-guitar-effects-pedal
Boss NS-2 Noise Suppressor Pedal,Boss NS-2 Noise Suppressor Pedal,Boss,NS-2,Noise Suppressor,Guitar,/items/boss-ns-2-noise-suppressor-pedal
Boss OC-2 Octave Pedal,Boss OC-2 Octave Pedal,Boss,OC-2,Octave,Guitar,/items/boss-oc-2-octave-pedal
Boss OC-3 SUPER Octave Pedal,Boss OC-3 SUPER Octave Pedal,Boss,OC-3,Overdrive,Guitar,/items/boss-oc-3-super-octave-pedal
Boss OD-1 Overdrive Guitar Effects Pedal,Boss OD-1 Overdrive Guitar Effects Pedal,Boss,OD-1,Overdrive,Guitar,/items/boss-od-1-overdrive-guitar-effects-pedal
Boss OD-1X Overdrive Guitar Effects Pedal,Boss OD-1X Overdrive Guitar Effects Pedal,Boss,OD-1X,Overdrive,Guitar,/items/boss-od-1x-overdrive-guitar-effects-pedal
Boss od-2,Boss OD-2 Turbo Overdrive,Boss,OD-2,Overdrive,Guitar,/items/boss-od-2
Boss OD-2 Turbo Overdrive Guitar Effects Pedal,Boss OD-2R Turbo Overdrive Guitar Effects Pedal,Boss,OD-2R,Overdrive,Guitar,/items/boss-od-2-turbo-overdrive-guitar-effects-pedal
Boss OD-20 Drive Zone Twin Pedal w/COSM,Boss OD-20 Drive Zone Twin Pedal w/COSM,Boss,OD-20,Overdrive,Guitar,/items/boss-od-20-drive-zone-twin-pedal-w-cosm
Boss OD-3 OverDrive Guitar Effects Pedal,Boss OD-3 OverDrive Guitar Effects Pedal,Boss,OD-3,Overdrive,Guitar,/items/boss-od-3-overdrive-guitar-effects-pedal
Boss ODB-3 Bass OverDrive Effects Pedal,Boss ODB-3 Bass OverDrive Effects Pedal,Boss,ODB-3,Overdrive,Bass,/items/boss-odb-3-bass-overdrive-effects-pedal
Boss OS-2 Overdrive Distortion Pedal,Boss OS-2 Overdrive Distortion Pedal,Boss,OS-2,Overdrive,Guitar,/items/boss-os-2-overdrive-distortion-pedal
Boss PH-1 Phaser,Boss PH-1 Phaser,Boss,PH-1,Phaser,Guitar,/items/boss-ph-1-phaser
Boss PH-2 Super Phaser Guitar Effects Pedal,Boss PH-2 Super Phaser Guitar Effects Pedal,Boss,PH-2,Phaser,Guitar,/items/boss-ph-2-super-phaser-guitar-effects-pedal
Boss PH-3 Phase Shifter Pedal,Boss PH-3 Phase Shifter Pedal,Boss,PH-3,Phaser,Guitar,/items/boss-ph-3-phase-shifter-pedal
Boss PN-2 Tremolo/Pan Guitar Effects Pedal,Boss PN-2 Tremolo/Pan Guitar Effects Pedal,Boss,PN-2,Tremolo,Guitar,/items/boss-pn-2-tremolo-pan-guitar-effects-pedal
Boss PQ-3B Bass parametric Equalizer,Boss PQ-3B Bass parametric Equalizer,Boss,PQ-3B,Equalizer,Bass,/items/boss-pq-3b-bass-parametric-equalizer
Boss PS-2 Digital Pitch Shifter/Delay,Boss PS-2 Digital Pitch Shifter/Delay,Boss,PS-2,Pitch Shifter,Guitar,/items/boss-ps-2-digital-pitch-shifter-delay
Boss PS-3,Boss PS-3,Boss,PS-3,Pitch Shifter,Guitar,/items/boss-ps-3
Boss PS-5 SUPER Shifter Pedal,Boss PS-5 SUPER Shifter Pedal,Boss,PS-3,Pitch Shifter,Guitar,/items/boss-ps-5-super-shifter-pedal
Boss PS-6 Harmonist Pitch Shifter Guitar Effects Pedal,Boss PS-6 Harmonist Pitch Shifter Guitar Effects Pedal,Boss,PS-6,Pitch Shifter,Guitar,/items/boss-ps-6-harmonist-pitch-shifter-guitar-effects-pedal
BOSS PSM-5 Power supply & master switch,Boss PSM-5 Power supply & master switch,Boss,PSM-5,Power Supply,Guitar,/items/boss-psm-5-power-supply-master-switch
Boss PW-10 Wah Pedal,Boss PW-10 Wah Pedal,Boss,PW-10,Wah,Guitar,/items/boss-pw-10-wah-pedal
Boss PW-2 Power Driver Pedal,Boss PW-2 Power Driver Pedal,Boss,PW-2,Distortion,Guitar,/items/boss-pw-2-power-driver-pedal
Boss RC- 1 Loop Station,Boss RC-1 Loop Station,Boss,RC-1,Looper,Guitar,/items/boss-rc-1-loop-station
Boss RC-2 Loop Station,Boss RC-2 Loop Station,Boss,RC-2,Looper,Guitar,/items/boss-rc-2-loop-station
Boss RC-20 Loop Station,Boss RC-20 Loop Station,Boss,RC-20,Looper,Guitar,/items/boss-rc-20-loop-station
Boss RC-20XL Loop Station,Boss RC-20XL Loop Station,Boss,RC-20XL,Looper,Guitar,/items/boss-rc-20xl-loop-station
Boss RC-3 Loop Station,Boss RC-3 Loop Station,Boss,RC-3,Looper,Guitar,/items/boss-rc-3-loop-station
Boss RC-30 Loop Station,Boss RC-30 Loop Station,Boss,RC-30,Looper,Guitar,/items/boss-rc-30-loop-station
Boss RC-300 Loop Station,Boss RC-300 Loop Station,Boss,RC-300,Looper,Guitar,/items/boss-rc-300-loop-station
Boss RC-50 Loop Station Looper Pedal,Boss RC-50 Loop Station Looper Pedal,Boss,RC-50,Looper,Guitar,/items/boss-rc-50-loop-station-looper-pedal
Boss RGE-10,Boss RGE-10 Equalizer,Boss,RGE-10,Equalizer,Guitar,/items/boss-rge-10
Boss Roland RE-20 Space Echo Pedal,Boss Roland RE-20 Space Echo Pedal,Boss,RE-20,Echo,Guitar,/items/boss-roland-re-20-space-echo-pedal
Boss RT-20 Rotary Speaker Sound Processor,Boss RT-20 Rotary Speaker Sound Processor,Boss,RT-20,Processor,Guitar,/items/boss-rt-20-rotary-speaker-sound-processor
Boss RV-2 Digital Reverb,Boss RV-2 Digital Reverb,Boss,RV-2,Digital Reverb,Guitar,/items/boss-rv-2-digital-reverb
Boss RV-3 Digital Reverb/Delay Pedal,Boss RV-3 Digital Reverb/Delay Pedal,Boss,RV-3,Digital Reverb,Guitar,/items/boss-rv-3-digital-reverb-delay-pedal
Boss RV-5 Digital Reverb Effects Pedal,Boss RV-5 Digital Reverb Effects Pedal,Boss,RV-5,Digital Reverb,Guitar,/items/boss-rv-5-digital-reverb-effects-pedal
Boss RV-6 Digital Reverb Effects Pedal,Boss RV-6 Digital Reverb Effects Pedal,Boss,RV-6,Digital Reverb,Guitar,/items/boss-rv-6-digital-reverb-effects-pedal--2
Boss SD-1 Super OverDrive,Boss SD-1 Super OverDrive,Boss,SD-1,Overdrive,Guitar,/items/boss-sd-1-super-overdrive--2
BOSS SD-1W Super OverDrive Waza Craft Pedal,Boss SD-1W Super OverDrive Waza Craft Pedal,Boss,SD-1W,Overdrive,Guitar,/items/boss-sd-1w-super-overdrive-waza-craft-pedal
Boss SD-2 DUAL Overdrive,Boss SD-2 DUAL Overdrive,Boss,SD-2,Overdrive,Guitar,/items/boss-sd-2-dual-overdrive
Boss SE-70 Super Effects Processor,Boss SE-70 Super Effects Processor,Boss,SE-70,Processor,Guitar,/items/boss-se-70-super-effects-processor
Boss SG-1 Slow Gear Effect Pedal,Boss SG-1 Slow Gear Effect Pedal,Boss,SG-1,Volume,Guitar,/items/boss-sg-1-slow-gear-effect-pedal
Boss SL-20 Slicer Twin Pedal,Boss SL-20 Slicer Twin Pedal,Boss,SL-20,Processor,Guitar,/items/boss-sl-20-slicer-twin-pedal
Boss ST-2 Power Stack,Boss ST-2 Power Stack,Boss,ST-2,Distortion,Guitar,/items/boss-st-2-power-stack
boss super feedbacker & distortion,Boss DF-2 Super Feedbacker & Distortion,Boss,DF-2,Distortion,Guitar,/items/boss-super-feedbacker-distortion
Boss SY-300 Guitar Synthesizer,Boss SY-300 Guitar Synthesizer,Boss,SY-300,Synthesizer,Guitar,/items/boss-sy-300-guitar-synthesizer
Boss SYB-3,Boss SYB-3 Bass Synthesizer,Boss,SYB-3,Synthesizer,Bass,/items/boss-syb-3
Boss TE-2 Tera Echo Guitar Effects Pedal,Boss TE-2 Tera Echo Guitar Effects Pedal,Boss,TE-2,Echo,Guitar,/items/boss-te-2-tera-echo-guitar-effects-pedal
Boss TR-2 JHS Versa-Trem Mod,Boss TR-2 JHS Versa-Trem Mod,Boss,TR-2,Tremolo,Guitar,/items/boss-tr-2-jhs-versa-trem-mod
Boss TR-2 Tremolo Pedal,Boss TR-2 Tremolo Pedal,Boss,TR-2,Tremolo,Guitar,/items/boss-tr-2-tremolo-pedal
BOSS TU-1000 Stage Tuner,Boss TU-1000 Stage Tuner,Boss,TU-1000,Tuner,Guitar,/items/boss-tu-1000-stage-tuner
Boss TU-12 Chromatic Tuner,Boss TU-12 Chromatic Tuner,Boss,TU-12,Tuner,Guitar,/items/boss-tu-12-chromatic-tuner
Boss TU-12H Chromatic Tuner,Boss TU-12H Chromatic Tuner,Boss,TU-12H,Tuner,Guitar,/items/boss-tu-12h-chromatic-tuner
Boss TU-2 Chromatic Tuner,Boss TU-2 Chromatic Tuner,Boss,TU-2,Tuner,Guitar,/items/boss-tu-2-chromatic-tuner
Boss TU-3 Chromatic Tuner,Boss TU-3 Chromatic Tuner,Boss,TU-3,Tuner,Guitar,/items/boss-tu-3-chromatic-tuner
BOSS TU-3S,Boss TU-3S Chromatic Tuner,Boss,TU-3S,Tuner,Guitar,/items/boss-tu-3s
Boss TU-6 Guitar/Bass Auto Tuner,Boss TU-6 Guitar/Bass Auto Tuner,Boss,TU-6,Tuner,Guitar/Bass,/items/boss-tu-6-guitar-bass-auto-tuner
Boss TW-1 TWah Pedal,Boss TW-1 T Wah Pedal,Boss,TW-1,Wah,Guitar,/items/boss-tw-1-twah-pedal
Boss VB-2 Vibrato Guitar Effect Pedal,Boss VB-2 Vibrato Guitar Effect Pedal,Boss,VB-2,Vibrato,Guitar,/items/boss-vb-2-vibrato-guitar-effect-pedal
BOSS VB-2W Vibrato,Boss VB-2W Vibrato,Boss,VB-2W,Vibrato,Guitar,/items/boss-vb-2w-vibrato
Boss VE-20 Vocal Performer Twin Pedal,Boss VE-20 Vocal Performer Twin Pedal,Boss,VE-20,Processor,Guitar,/items/boss-ve-20-vocal-performer-twin-pedal
BOSS VE-8 Acoustic Singer,Boss VE-8 Acoustic Singer,Boss,VE-8,Acoustic Simulator,Guitar/Vocals,/items/boss-ve-8-acoustic-singer
Bright Onion True Bypass Looper,Bright Onion True Bypass Looper,Bright Onion,True Bypass Looper,Looper,Guitar,/items/bright-onion-true-bypass-looper
British Pedal Company 50th Anniversary MKI Tone Bender,British Pedal Company 50th Anniversary MKI Tone Bender,British Pedal Company,MKI Tone Bender,Fuzz,Guitar,/items/british-pedal-company-50th-anniversary-mki-tone-bender
Broadcast Hard On,Broadcast Hard On,Broadcast,Hard On,AB Box,Guitar,/items/broadcast-hard-on
Bss DPR-404,BSS DPR-404,BSS,DPR-404,Compressor,Guitar,/items/bss-dpr-404
Budda Budwah,Budda BudWah Wah Pedal,Budda,BudWah,Wah,Guitar,/items/budda-budwah
Budda BudWah Wah Pedal,Budda BudWah Wah Pedal,Budda,BudWah,Wah,Guitar,/items/budda-budwah-wah-pedal
Budda Karma Chorus Guitar Pedal,Budda Karma Chorus Guitar Pedal,Budda,Karma,Chorus,Guitar,/items/budda-karma-chorus-guitar-pedal
Budda OM Overdrive Guitar Pedal,Budda OM Overdrive Guitar Pedal,Budda,OM,Overdrive,Guitar,/items/budda-om-overdrive-guitar-pedal
Budda Samsara Delay Guitar Effects Pedal,Budda Samsara Delay Guitar Pedal,Budda,Samsara,Delay,Guitar,/items/budda-samsara-delay-guitar-effects-pedal
Budda Zenman Overdrive Guitar Pedal,Budda Zenman Overdrive Guitar Pedal,Budda,,,Guitar,/items/budda-zenman-overdrive-guitar-pedal
Buddha Phatman Zen,Buddha Phatman Zen,Buddha,Phatman Zen,Overdrive,Guitar,/items/buddha-phatman-zen
Buffalo Audio White Pony,Buffalo Audio White Pony,Buffalo Audio,White Pont,Overdrive,Guitar,/items/buffalo-audio-white-pony
Buffalo FX 18v Power Booster,Buffalo FX 18v Power Booster,Buffalo FX,18v Power Booster,Booster,Guitar,/items/buffalo-fx-18v-power-booster
Buffalo FX Germanium Fuzz.,Buffalo FX Germanium Fuzz,Buffalo FX,Germanium Fuzz,Fuzz,Guitar,/items/buffalo-fx-germanium-fuzz
Burkley Flatliner Six,Burkey Flatliner Six,Burkey,Flatliner Six,Power Supply,Guitar,/items/burkley-flatliner-six
BYOC Large Beaver Rams Head,BYOC Large Beaver Rams Head,BYOC,Large Beaver Rams Head,Fuzz,Guitar,/items/byoc-large-beaver-rams-head
CAE Amp Switcher,CAE Amp Switcher,CAE,Amp Switcher,Amp Switcher,Guitar,/items/cae-amp-switcher
Caline Orange Burst Overdrive,Caline Orange Burst Overdrive,Caline,Orange Burst,Overdrive,Guitar,/items/caline-orange-burst-overdrive
Cameltone Big Stuff,Cameltone Big Stuff,Cameltone,Big Stuff,Distortion,Guitar,/items/cameltone-big-stuff
Cameltone Nard,Cameltone Nard,Cameltone,Nard,Fuzz,Guitar,/items/cameltone-nard
Carl Martin 3 Band Parametric Pre-Amp,Carl Martin 3 Band Parametric Pre-Amp,Carl Martin,3 Band Parametric,Pre-Amp,Guitar,/items/carl-martin-3-band-parametric-pre-amp
Carl Martin AC-Tone,Carl Martin AC-Tone,Carl Martin,AC-Tone,Overdrive,Guitar,/items/carl-martin-ac-tone
Carl Martin AC-Tone Single Channel,Carl Martin AC-Tone Single Channel,Carl Martin,AC-Tone Single Channel,Overdrive,Guitar,/items/carl-martin-ac-tone-single-channel
Carl Martin Big John Power Supply,Carl Martin Big John Power Supply,Carl Martin,Big John Power Supply,Power Supply,Guitar,/items/carl-martin-big-john-power-supply
Carl Martin Buff Deluxe,Carl Martin Buff Deluxe,Carl Martin,Buff Deluxe,Booster,Guitar,/items/carl-martin-buff-deluxe
Carl Martin Chorus xII,Carl Martin Chorus xII,Carl Martin,Chorus xII,Chorus,Guitar,/items/carl-martin-chorus-xii
Carl Martin Compressor/Limiter Pedal,Carl Martin Compressor/Limiter Pedal,Carl Martin,Compressor/Limiter Pedal,Compressor,Guitar,/items/carl-martin-compressor-limiter-pedal
Carl Martin DC Drive,Carl Martin DC Drive,Carl Martin,DC Drive,Overdrive,Guitar,/items/carl-martin-dc-drive
Carl Martin DelayLa XL,Carl Martin DelayLa XL,Carl Martin,DelayLa XL,Digital Delay,Guitar,/items/carl-martin-delayla-xl
Carl Martin Dizzy Drive,Carl Martin Dizzy Drive,Carl Martin,Dizzy Drive,Overdrive,Guitar,/items/carl-martin-dizzy-drive
Carl Martin Echotone,Carl Martin Echotone,Carl Martin,Echotone,Analog Delay,Guitar,/items/carl-martin-echotone
Carl Martin Headroom,Carl Martin Headroom,Carl Martin,Headroom,Spring Reverb,Guitar,/items/carl-martin-headroom
Carl Martin Hot Drive 'n' Boost,Carl Martin Hot Drive 'n' Boost,Carl Martin,Hot Drive 'n' Boost,Booster,Guitar,/items/carl-martin-hot-drive-n-boost
Carl Martin Hydra Boost,Carl Martin Hydra Boost,Carl Martin,Hydra Boost,Booster,Guitar,/items/carl-martin-hydra-boost
Carl Martin Octa-Switch MK2,Carl Martin Octa-Switch MK2,Carl Martin,Octa-Switch MK2,Footswitch,Guitar,/items/carl-martin-octa-switch-mk2
